places=144   b=4   r=29   d=13   w=2   n=511   l=32   m=1024   z=2
[0] 314701249 ns 0.324692330661834 Gnodes/s ( nodes: 102181082 )
[1] 150536175 ns 0.678780910967081 Gnodes/s ( nodes: 102181082 )
[2] 125081920 ns 0.816913283710388 Gnodes/s ( nodes: 102181082 )
[3] 134838480 ns 0.757803573579293 Gnodes/s ( nodes: 102181082 )
[4] 129911824 ns 0.786541816239914 Gnodes/s ( nodes: 102181082 )
[5] 122206289 ns 0.836136035519416 Gnodes/s ( nodes: 102181082 )
[6] 120234622 ns 0.849847409176368 Gnodes/s ( nodes: 102181082 )
[7] 128978140 ns 0.792235661019767 Gnodes/s ( nodes: 102181082 )
[8] 123686664 ns 0.826128530720175 Gnodes/s ( nodes: 102181082 )
[9] 124586845 ns 0.820159479919409 Gnodes/s ( nodes: 102181082 )
[10] 135967652 ns 0.75151023421365 Gnodes/s ( nodes: 102181082 )
[11] 140460225 ns 0.727473432425443 Gnodes/s ( nodes: 102181082 )
[12] 142750484 ns 0.715802000363095 Gnodes/s ( nodes: 102181082 )
[13] 120201392 ns 0.850082351791733 Gnodes/s ( nodes: 102181082 )
[14] 122311868 ns 0.835414287025687 Gnodes/s ( nodes: 102181082 )
[15] 119189917 ns 0.85729636006039 Gnodes/s ( nodes: 102181082 )
[16] 123872292 ns 0.82489054130039 Gnodes/s ( nodes: 102181082 )
[17] 123804580 ns 0.825341695759559 Gnodes/s ( nodes: 102181082 )
[18] 120751473 ns 0.846209818078161 Gnodes/s ( nodes: 102181082 )
[19] 151216747 ns 0.675725963077357 Gnodes/s ( nodes: 102181082 )
[20] 130301447 ns 0.784189925381258 Gnodes/s ( nodes: 102181082 )
[21] 125973174 ns 0.81113366247325 Gnodes/s ( nodes: 102181082 )
[22] 127878350 ns 0.799049111909874 Gnodes/s ( nodes: 102181082 )
[23] 129676948 ns 0.787966431782463 Gnodes/s ( nodes: 102181082 )
[24] 132399446 ns 0.771763667349484 Gnodes/s ( nodes: 102181082 )
[25] 124918363 ns 0.817982877345263 Gnodes/s ( nodes: 102181082 )
[26] 142598504 ns 0.716564894677997 Gnodes/s ( nodes: 102181082 )
[27] 139058142 ns 0.734808336501433 Gnodes/s ( nodes: 102181082 )
[28] 127493808 ns 0.801459173609435 Gnodes/s ( nodes: 102181082 )
[29] 120658971 ns 0.846858556418486 Gnodes/s ( nodes: 102181082 )
[30] 127983506 ns 0.798392583494314 Gnodes/s ( nodes: 102181082 )
[31] 128619785 ns 0.794442954480137 Gnodes/s ( nodes: 102181082 )
[32] 125395499 ns 0.814870412533707 Gnodes/s ( nodes: 102181082 )
[33] 124077558 ns 0.823525894989004 Gnodes/s ( nodes: 102181082 )
[34] 134722845 ns 0.758454009785794 Gnodes/s ( nodes: 102181082 )
[35] 128343258 ns 0.796154652704858 Gnodes/s ( nodes: 102181082 )
[36] 145607937 ns 0.701754891287279 Gnodes/s ( nodes: 102181082 )
[37] 122635593 ns 0.833209017874607 Gnodes/s ( nodes: 102181082 )
[38] 124121626 ns 0.823233511298023 Gnodes/s ( nodes: 102181082 )
[39] 149184809 ns 0.684929535955635 Gnodes/s ( nodes: 102181082 )
[40] 134364093 ns 0.760479081267642 Gnodes/s ( nodes: 102181082 )
[41] 122489189 ns 0.834204902769011 Gnodes/s ( nodes: 102181082 )
[42] 130110065 ns 0.785343409059092 Gnodes/s ( nodes: 102181082 )
[43] 120804667 ns 0.845837205941721 Gnodes/s ( nodes: 102181082 )
[44] 130605825 ns 0.782362364006353 Gnodes/s ( nodes: 102181082 )
[45] 146213398 ns 0.698848965947703 Gnodes/s ( nodes: 102181082 )
[46] 121309653 ns 0.842316167535324 Gnodes/s ( nodes: 102181082 )
[47] 127824647 ns 0.799384816607395 Gnodes/s ( nodes: 102181082 )
[48] 118558732 ns 0.861860449047313 Gnodes/s ( nodes: 102181082 )
[49] 132074811 ns 0.773660633896345 Gnodes/s ( nodes: 102181082 )
[50] 120415228 ns 0.848572756927388 Gnodes/s ( nodes: 102181082 )
[51] 122309771 ns 0.835428610196646 Gnodes/s ( nodes: 102181082 )
[52] 121112224 ns 0.843689254686628 Gnodes/s ( nodes: 102181082 )
[53] 123219109 ns 0.829263276039433 Gnodes/s ( nodes: 102181082 )
[54] 132508571 ns 0.771128095555419 Gnodes/s ( nodes: 102181082 )
[55] 122439038 ns 0.834546592893028 Gnodes/s ( nodes: 102181082 )
[56] 120325852 ns 0.849203062364354 Gnodes/s ( nodes: 102181082 )
[57] 144061864 ns 0.709286130019809 Gnodes/s ( nodes: 102181082 )
[58] 137983994 ns 0.740528513763705 Gnodes/s ( nodes: 102181082 )
[59] 126345526 ns 0.808743176232453 Gnodes/s ( nodes: 102181082 )
[60] 124482840 ns 0.820844720445003 Gnodes/s ( nodes: 102181082 )
[61] 128408938 ns 0.795747426865254 Gnodes/s ( nodes: 102181082 )
[62] 127762858 ns 0.799771417135957 Gnodes/s ( nodes: 102181082 )
[63] 120457422 ns 0.848275517634771 Gnodes/s ( nodes: 102181082 )
[64] 123883649 ns 0.824814919683226 Gnodes/s ( nodes: 102181082 )
[65] 126027358 ns 0.810784924968434 Gnodes/s ( nodes: 102181082 )
[66] 120453860 ns 0.848300602404937 Gnodes/s ( nodes: 102181082 )
[67] 135403962 ns 0.754638789668503 Gnodes/s ( nodes: 102181082 )
[68] 117006588 ns 0.873293408060066 Gnodes/s ( nodes: 102181082 )
[69] 128130389 ns 0.797477341616437 Gnodes/s ( nodes: 102181082 )
[70] 120374450 ns 0.848860219091344 Gnodes/s ( nodes: 102181082 )
[71] 126748725 ns 0.806170492050315 Gnodes/s ( nodes: 102181082 )
[72] 133762453 ns 0.763899582493452 Gnodes/s ( nodes: 102181082 )
[73] 127788349 ns 0.799611880109665 Gnodes/s ( nodes: 102181082 )
[74] 125838522 ns 0.812001606312573 Gnodes/s ( nodes: 102181082 )
[75] 126103931 ns 0.810292599046734 Gnodes/s ( nodes: 102181082 )
[76] 120217747 ns 0.849966702503583 Gnodes/s ( nodes: 102181082 )
[77] 135715564 ns 0.752906144206128 Gnodes/s ( nodes: 102181082 )
[78] 127427155 ns 0.801878390834356 Gnodes/s ( nodes: 102181082 )
[79] 121410767 ns 0.841614665032138 Gnodes/s ( nodes: 102181082 )
[80] 120316994 ns 0.849265582549378 Gnodes/s ( nodes: 102181082 )
[81] 120912965 ns 0.845079615738478 Gnodes/s ( nodes: 102181082 )
[82] 126442013 ns 0.808126030071982 Gnodes/s ( nodes: 102181082 )
[83] 127365501 ns 0.802266557252423 Gnodes/s ( nodes: 102181082 )
[84] 120963596 ns 0.844725895880278 Gnodes/s ( nodes: 102181082 )
[85] 127334480 ns 0.802462004007084 Gnodes/s ( nodes: 102181082 )
[86] 124425753 ns 0.821221327067235 Gnodes/s ( nodes: 102181082 )
[87] 124691901 ns 0.819468475342276 Gnodes/s ( nodes: 102181082 )
[88] 132314890 ns 0.772256863910026 Gnodes/s ( nodes: 102181082 )
[89] 118402329 ns 0.862998919556726 Gnodes/s ( nodes: 102181082 )
[90] 152303975 ns 0.670902266339404 Gnodes/s ( nodes: 102181082 )
[91] 122110357 ns 0.836792918392663 Gnodes/s ( nodes: 102181082 )
[92] 121934842 ns 0.837997411765211 Gnodes/s ( nodes: 102181082 )
[93] 119434227 ns 0.855542708037956 Gnodes/s ( nodes: 102181082 )
[94] 127997610 ns 0.798304608968871 Gnodes/s ( nodes: 102181082 )
[95] 127053802 ns 0.804234744584818 Gnodes/s ( nodes: 102181082 )
[96] 148736744 ns 0.686992865730609 Gnodes/s ( nodes: 102181082 )
[97] 158817056 ns 0.643388591713978 Gnodes/s ( nodes: 102181082 )
[98] 127418441 ns 0.801933230371262 Gnodes/s ( nodes: 102181082 )
[99] 125516254 ns 0.814086452898762 Gnodes/s ( nodes: 102181082 )
[100] 147580058 ns 0.6923772993774 Gnodes/s ( nodes: 102181082 )
[101] 127302417 ns 0.802664115953117 Gnodes/s ( nodes: 102181082 )
[102] 123482885 ns 0.827491858487109 Gnodes/s ( nodes: 102181082 )
[103] 123594158 ns 0.826746859669532 Gnodes/s ( nodes: 102181082 )
[104] 136665333 ns 0.747673749860179 Gnodes/s ( nodes: 102181082 )
[105] 143151225 ns 0.713798166938495 Gnodes/s ( nodes: 102181082 )
[106] 118431418 ns 0.86278695067216 Gnodes/s ( nodes: 102181082 )
[107] 118750514 ns 0.860468545003519 Gnodes/s ( nodes: 102181082 )
[108] 130651788 ns 0.782087130717262 Gnodes/s ( nodes: 102181082 )
[109] 121928326 ns 0.838042195379604 Gnodes/s ( nodes: 102181082 )
[110] 124938846 ns 0.817848773791299 Gnodes/s ( nodes: 102181082 )
[111] 129055833 ns 0.791758726628032 Gnodes/s ( nodes: 102181082 )
[112] 132151555 ns 0.773211348137371 Gnodes/s ( nodes: 102181082 )
[113] 122042810 ns 0.837256057935736 Gnodes/s ( nodes: 102181082 )
[114] 122288036 ns 0.835577096029247 Gnodes/s ( nodes: 102181082 )
[115] 125200596 ns 0.816138942341776 Gnodes/s ( nodes: 102181082 )
[116] 130864470 ns 0.780816076357471 Gnodes/s ( nodes: 102181082 )
[117] 130248040 ns 0.784511475182275 Gnodes/s ( nodes: 102181082 )
[118] 121159838 ns 0.843357697457469 Gnodes/s ( nodes: 102181082 )
[119] 128541436 ns 0.794927185969822 Gnodes/s ( nodes: 102181082 )
