places=9216   b=4   r=19   d=18   w=3   n=511   l=32   m=1024   z=3
[77] 3670748947 ns 73.759247406793577 Gnodes/s ( nodes: 270751679750 )
[78] 3066180232 ns 88.302597780886089 Gnodes/s ( nodes: 270751679750 )
[79] 2979964586 ns 90.857348111451685 Gnodes/s ( nodes: 270751679750 )
[80] 3255327355 ns 83.171874968009163 Gnodes/s ( nodes: 270751679750 )
[81] 3057729150 ns 88.54665225989686 Gnodes/s ( nodes: 270751679750 )
[82] 3385534475 ns 79.973097822316518 Gnodes/s ( nodes: 270751679750 )
[83] 3279129326 ns 82.568161494341751 Gnodes/s ( nodes: 270751679750 )
[84] 3105451994 ns 87.185916985068687 Gnodes/s ( nodes: 270751679750 )
[85] 2982054189 ns 90.793682002403074 Gnodes/s ( nodes: 270751679750 )
[86] 3474529066 ns 77.924712847977077 Gnodes/s ( nodes: 270751679750 )
[87] 3230427367 ns 83.812960017559192 Gnodes/s ( nodes: 270751679750 )
[88] 2958292573 ns 91.522955579552814 Gnodes/s ( nodes: 270751679750 )
[89] 3055209033 ns 88.619690772562592 Gnodes/s ( nodes: 270751679750 )
[90] 3136125049 ns 86.333190009860473 Gnodes/s ( nodes: 270751679750 )
[91] 2872671829 ns 94.250821488457603 Gnodes/s ( nodes: 270751679750 )
[92] 3216821243 ns 84.167462005907922 Gnodes/s ( nodes: 270751679750 )
[93] 3036166058 ns 89.17551760273318 Gnodes/s ( nodes: 270751679750 )
[94] 3191148662 ns 84.844583699309965 Gnodes/s ( nodes: 270751679750 )
[95] 3063038625 ns 88.393165381647776 Gnodes/s ( nodes: 270751679750 )
[96] 3098008587 ns 87.395393571902972 Gnodes/s ( nodes: 270751679750 )
[97] 3025903045 ns 89.477975904545218 Gnodes/s ( nodes: 270751679750 )
[98] 3130336826 ns 86.492826427235087 Gnodes/s ( nodes: 270751679750 )
[99] 3383798557 ns 80.014124714930546 Gnodes/s ( nodes: 270751679750 )
[100] 3279786353 ns 82.551620931755252 Gnodes/s ( nodes: 270751679750 )
[101] 3443903068 ns 78.617683019526837 Gnodes/s ( nodes: 270751679750 )
[102] 2988116626 ns 90.609475344487436 Gnodes/s ( nodes: 270751679750 )
[103] 3312968206 ns 81.724804741455458 Gnodes/s ( nodes: 270751679750 )
[104] 3070875991 ns 88.167571905706438 Gnodes/s ( nodes: 270751679750 )
[105] 3426290743 ns 79.021805228628835 Gnodes/s ( nodes: 270751679750 )
[106] 3722775409 ns 72.72844853746588 Gnodes/s ( nodes: 270751679750 )
[107] 3448980462 ns 78.501946512331386 Gnodes/s ( nodes: 270751679750 )
[108] 3262388550 ns 82.991855691131576 Gnodes/s ( nodes: 270751679750 )
[109] 3050274444 ns 88.763055495736893 Gnodes/s ( nodes: 270751679750 )
[110] 3179472421 ns 85.156165520329893 Gnodes/s ( nodes: 270751679750 )
[111] 3299978148 ns 82.046506857656922 Gnodes/s ( nodes: 270751679750 )
[112] 3440907026 ns 78.686136447210131 Gnodes/s ( nodes: 270751679750 )
[113] 3382877876 ns 80.035901287144185 Gnodes/s ( nodes: 270751679750 )
[114] 3028985214 ns 89.386926848828125 Gnodes/s ( nodes: 270751679750 )
[115] 2917959713 ns 92.78801161776012 Gnodes/s ( nodes: 270751679750 )
[116] 2906996838 ns 93.137934039266398 Gnodes/s ( nodes: 270751679750 )
[117] 2888888810 ns 93.721737857401308 Gnodes/s ( nodes: 270751679750 )
[118] 3739727802 ns 72.398766457067396 Gnodes/s ( nodes: 270751679750 )
[119] 3079213093 ns 87.928854409427515 Gnodes/s ( nodes: 270751679750 )
[120] 3039545993 ns 89.076355604927343 Gnodes/s ( nodes: 270751679750 )
[121] 3182650981 ns 85.07111881458296 Gnodes/s ( nodes: 270751679750 )
[122] 3290200550 ns 82.290327180815765 Gnodes/s ( nodes: 270751679750 )
[123] 3332570421 ns 81.244098562441152 Gnodes/s ( nodes: 270751679750 )
[124] 3366482698 ns 80.425685808767525 Gnodes/s ( nodes: 270751679750 )
[125] 3148433564 ns 85.995678246428454 Gnodes/s ( nodes: 270751679750 )
[126] 3481964322 ns 77.75831533922306 Gnodes/s ( nodes: 270751679750 )
[127] 3056997731 ns 88.567837981820205 Gnodes/s ( nodes: 270751679750 )
[128] 2979877923 ns 90.859990491630626 Gnodes/s ( nodes: 270751679750 )
[129] 3369054911 ns 80.364282240100295 Gnodes/s ( nodes: 270751679750 )
[130] 3128147227 ns 86.553368528520352 Gnodes/s ( nodes: 270751679750 )
[131] 3301840817 ns 82.000221923478634 Gnodes/s ( nodes: 270751679750 )
[132] 3089810947 ns 87.627264060567128 Gnodes/s ( nodes: 270751679750 )
[133] 3112678651 ns 86.98349881476409 Gnodes/s ( nodes: 270751679750 )
[134] 3220039877 ns 84.083331291614314 Gnodes/s ( nodes: 270751679750 )
[135] 2871872041 ns 94.277069411394436 Gnodes/s ( nodes: 270751679750 )
[136] 3025567900 ns 89.487887464036092 Gnodes/s ( nodes: 270751679750 )
[137] 2979593444 ns 90.868665419845115 Gnodes/s ( nodes: 270751679750 )
