places=576   b=4   r=29   d=13   w=2   n=511   l=32   m=1024   z=2
[74] 139249965 ns 0.733796105442468 Gnodes/s ( nodes: 102181082 )
[75] 166550737 ns 0.613513238311278 Gnodes/s ( nodes: 102181082 )
[76] 219079920 ns 0.466410075373407 Gnodes/s ( nodes: 102181082 )
[77] 159799838 ns 0.639431699549032 Gnodes/s ( nodes: 102181082 )
[78] 152475729 ns 0.670146538535323 Gnodes/s ( nodes: 102181082 )
[79] 142235649 ns 0.718392911470457 Gnodes/s ( nodes: 102181082 )
[80] 141653708 ns 0.721344209358784 Gnodes/s ( nodes: 102181082 )
[81] 167638772 ns 0.609531320117282 Gnodes/s ( nodes: 102181082 )
[82] 148476451 ns 0.688197227990047 Gnodes/s ( nodes: 102181082 )
[83] 158707966 ns 0.643830833292892 Gnodes/s ( nodes: 102181082 )
[84] 173877295 ns 0.587662017631457 Gnodes/s ( nodes: 102181082 )
[85] 141130674 ns 0.724017530023275 Gnodes/s ( nodes: 102181082 )
[86] 160294381 ns 0.63745891379686 Gnodes/s ( nodes: 102181082 )
[87] 164490636 ns 0.621196953728114 Gnodes/s ( nodes: 102181082 )
[88] 139698388 ns 0.731440666301747 Gnodes/s ( nodes: 102181082 )
[89] 157802232 ns 0.647526214965071 Gnodes/s ( nodes: 102181082 )
[90] 142697168 ns 0.716069445751019 Gnodes/s ( nodes: 102181082 )
[91] 143923944 ns 0.709965827506784 Gnodes/s ( nodes: 102181082 )
[92] 141127241 ns 0.724035142159408 Gnodes/s ( nodes: 102181082 )
[93] 164683027 ns 0.620471240184333 Gnodes/s ( nodes: 102181082 )
[94] 141537116 ns 0.721938420731987 Gnodes/s ( nodes: 102181082 )
[95] 144793118 ns 0.705703996235512 Gnodes/s ( nodes: 102181082 )
[96] 147024706 ns 0.694992595326122 Gnodes/s ( nodes: 102181082 )
[97] 204806330 ns 0.498915643867062 Gnodes/s ( nodes: 102181082 )
[98] 166834082 ns 0.612471269509548 Gnodes/s ( nodes: 102181082 )
[99] 168977833 ns 0.604701103013908 Gnodes/s ( nodes: 102181082 )
[100] 152408150 ns 0.670443686902571 Gnodes/s ( nodes: 102181082 )
[101] 176767755 ns 0.578052722341809 Gnodes/s ( nodes: 102181082 )
[102] 162006575 ns 0.630721821012511 Gnodes/s ( nodes: 102181082 )
[103] 158212641 ns 0.645846509824711 Gnodes/s ( nodes: 102181082 )
[104] 141377199 ns 0.722755032089722 Gnodes/s ( nodes: 102181082 )
[105] 157706267 ns 0.647920237690998 Gnodes/s ( nodes: 102181082 )
[106] 172630343 ns 0.591906846874538 Gnodes/s ( nodes: 102181082 )
[107] 145623445 ns 0.701680158713454 Gnodes/s ( nodes: 102181082 )
[108] 132729748 ns 0.769843110076575 Gnodes/s ( nodes: 102181082 )
[109] 146934533 ns 0.695419108862584 Gnodes/s ( nodes: 102181082 )
[110] 156162054 ns 0.654327215752426 Gnodes/s ( nodes: 102181082 )
[111] 148510432 ns 0.688039760062108 Gnodes/s ( nodes: 102181082 )
[112] 151047050 ns 0.676485121688904 Gnodes/s ( nodes: 102181082 )
[113] 207672099 ns 0.492030862557035 Gnodes/s ( nodes: 102181082 )
[114] 138394501 ns 0.738331951498564 Gnodes/s ( nodes: 102181082 )
[115] 148708215 ns 0.687124662211835 Gnodes/s ( nodes: 102181082 )
[116] 146454828 ns 0.697696917168207 Gnodes/s ( nodes: 102181082 )
[117] 171651310 ns 0.595282855691576 Gnodes/s ( nodes: 102181082 )
[118] 180491751 ns 0.566126049716255 Gnodes/s ( nodes: 102181082 )
[119] 173588315 ns 0.588640324090939 Gnodes/s ( nodes: 102181082 )
[120] 159834010 ns 0.639294991097327 Gnodes/s ( nodes: 102181082 )
[121] 200357999 ns 0.50999252592855 Gnodes/s ( nodes: 102181082 )
[122] 144850233 ns 0.70542573445498 Gnodes/s ( nodes: 102181082 )
[123] 149307641 ns 0.684366060006266 Gnodes/s ( nodes: 102181082 )
[124] 144818287 ns 0.70558134691926 Gnodes/s ( nodes: 102181082 )
[125] 178303346 ns 0.573074394240476 Gnodes/s ( nodes: 102181082 )
[126] 152198546 ns 0.67136700504353 Gnodes/s ( nodes: 102181082 )
[127] 143008673 ns 0.714509685716754 Gnodes/s ( nodes: 102181082 )
[128] 171854788 ns 0.594578034101674 Gnodes/s ( nodes: 102181082 )
[129] 144059465 ns 0.709297941652081 Gnodes/s ( nodes: 102181082 )
[130] 184982262 ns 0.55238313606523 Gnodes/s ( nodes: 102181082 )
[131] 129499729 ns 0.789044755452731 Gnodes/s ( nodes: 102181082 )
[132] 154083492 ns 0.663153986671071 Gnodes/s ( nodes: 102181082 )
[133] 136299667 ns 0.749679615871695 Gnodes/s ( nodes: 102181082 )
[134] 186872880 ns 0.546794601763509 Gnodes/s ( nodes: 102181082 )
[135] 192691786 ns 0.530282499950465 Gnodes/s ( nodes: 102181082 )
[136] 140446291 ns 0.727545606740159 Gnodes/s ( nodes: 102181082 )
[137] 132871879 ns 0.769019620773181 Gnodes/s ( nodes: 102181082 )
[138] 165425551 ns 0.61768621221035 Gnodes/s ( nodes: 102181082 )
[139] 179287292 ns 0.569929306534453 Gnodes/s ( nodes: 102181082 )
[140] 148543166 ns 0.687888138859246 Gnodes/s ( nodes: 102181082 )
[141] 153982869 ns 0.66358733710826 Gnodes/s ( nodes: 102181082 )
[142] 144738008 ns 0.705972697924653 Gnodes/s ( nodes: 102181082 )
[143] 145992324 ns 0.699907222519452 Gnodes/s ( nodes: 102181082 )
[144] 137382358 ns 0.743771496482831 Gnodes/s ( nodes: 102181082 )
[145] 140027062 ns 0.729723815814974 Gnodes/s ( nodes: 102181082 )
[146] 140667335 ns 0.726402344936726 Gnodes/s ( nodes: 102181082 )
[147] 139473650 ns 0.732619258189629 Gnodes/s ( nodes: 102181082 )
[148] 148635293 ns 0.6874617726222 Gnodes/s ( nodes: 102181082 )
[149] 165216141 ns 0.618469124030684 Gnodes/s ( nodes: 102181082 )
[150] 172915473 ns 0.590930818550865 Gnodes/s ( nodes: 102181082 )
[151] 192066003 ns 0.532010248581057 Gnodes/s ( nodes: 102181082 )
[152] 170439792 ns 0.59951423784887 Gnodes/s ( nodes: 102181082 )
[153] 149822125 ns 0.682015970605143 Gnodes/s ( nodes: 102181082 )
[154] 148497671 ns 0.688098886076132 Gnodes/s ( nodes: 102181082 )
[155] 145648615 ns 0.701558899135429 Gnodes/s ( nodes: 102181082 )
[156] 142667995 ns 0.71621586887795 Gnodes/s ( nodes: 102181082 )
[157] 166204715 ns 0.614790513012823 Gnodes/s ( nodes: 102181082 )
[158] 142762115 ns 0.715743683119292 Gnodes/s ( nodes: 102181082 )
[159] 144320867 ns 0.708013221677777 Gnodes/s ( nodes: 102181082 )
[160] 197654316 ns 0.516968635281407 Gnodes/s ( nodes: 102181082 )
[161] 167096725 ns 0.611508585820578 Gnodes/s ( nodes: 102181082 )
[162] 141401150 ns 0.722632609423615 Gnodes/s ( nodes: 102181082 )
[163] 148797675 ns 0.686711549760438 Gnodes/s ( nodes: 102181082 )
[164] 168090306 ns 0.607893961475684 Gnodes/s ( nodes: 102181082 )
[165] 145372399 ns 0.702891901783914 Gnodes/s ( nodes: 102181082 )
[166] 170423206 ns 0.599572584029431 Gnodes/s ( nodes: 102181082 )
[167] 175240097 ns 0.583091905044997 Gnodes/s ( nodes: 102181082 )
[168] 174278881 ns 0.586307884315599 Gnodes/s ( nodes: 102181082 )
[169] 160384302 ns 0.637101516331692 Gnodes/s ( nodes: 102181082 )
[170] 134352692 ns 0.760543614563376 Gnodes/s ( nodes: 102181082 )
[171] 142971896 ns 0.71469348073834 Gnodes/s ( nodes: 102181082 )
[172] 156194854 ns 0.654189810888392 Gnodes/s ( nodes: 102181082 )
[173] 165265711 ns 0.618283619643279 Gnodes/s ( nodes: 102181082 )
[174] 153690243 ns 0.664850806436684 Gnodes/s ( nodes: 102181082 )
[175] 141111198 ns 0.724117458063108 Gnodes/s ( nodes: 102181082 )
[176] 177846650 ns 0.574546003537317 Gnodes/s ( nodes: 102181082 )
[177] 147147761 ns 0.694411395087418 Gnodes/s ( nodes: 102181082 )
[178] 156400026 ns 0.653331617732596 Gnodes/s ( nodes: 102181082 )
[179] 159386779 ns 0.641088819543809 Gnodes/s ( nodes: 102181082 )
[180] 146636858 ns 0.696830819983882 Gnodes/s ( nodes: 102181082 )
[181] 136108152 ns 0.750734474743291 Gnodes/s ( nodes: 102181082 )
[182] 187051592 ns 0.546272185697302 Gnodes/s ( nodes: 102181082 )
[183] 144019919 ns 0.709492705658305 Gnodes/s ( nodes: 102181082 )
[184] 147622729 ns 0.692177164669541 Gnodes/s ( nodes: 102181082 )
[185] 165288016 ns 0.618200184579625 Gnodes/s ( nodes: 102181082 )
[186] 144305076 ns 0.708090698070801 Gnodes/s ( nodes: 102181082 )
[187] 154885127 ns 0.659721717502288 Gnodes/s ( nodes: 102181082 )
[188] 176701514 ns 0.578269419921326 Gnodes/s ( nodes: 102181082 )
[189] 160458892 ns 0.636805356975792 Gnodes/s ( nodes: 102181082 )
[190] 153015614 ns 0.66778206046345 Gnodes/s ( nodes: 102181082 )
[191] 145333433 ns 0.703080357291223 Gnodes/s ( nodes: 102181082 )
[192] 164675369 ns 0.620500094340156 Gnodes/s ( nodes: 102181082 )
[193] 176929159 ns 0.577525392521648 Gnodes/s ( nodes: 102181082 )
[194] 177006165 ns 0.577274141835681 Gnodes/s ( nodes: 102181082 )
[195] 152713449 ns 0.669103361027489 Gnodes/s ( nodes: 102181082 )
[196] 144274270 ns 0.708241892334648 Gnodes/s ( nodes: 102181082 )
[197] 156637952 ns 0.652339236406768 Gnodes/s ( nodes: 102181082 )
[198] 185099137 ns 0.552034351192032 Gnodes/s ( nodes: 102181082 )
[199] 143423822 ns 0.712441493854487 Gnodes/s ( nodes: 102181082 )
[200] 156123919 ns 0.654487042437104 Gnodes/s ( nodes: 102181082 )
[201] 145299023 ns 0.703246862162315 Gnodes/s ( nodes: 102181082 )
[202] 164945283 ns 0.619484717244081 Gnodes/s ( nodes: 102181082 )
[203] 248037180 ns 0.41195873134826 Gnodes/s ( nodes: 102181082 )
[204] 145701556 ns 0.701303986074109 Gnodes/s ( nodes: 102181082 )
[205] 149203775 ns 0.684842471311466 Gnodes/s ( nodes: 102181082 )
[206] 150154903 ns 0.680504465445261 Gnodes/s ( nodes: 102181082 )
[207] 147434549 ns 0.69306063397664 Gnodes/s ( nodes: 102181082 )
[208] 158512986 ns 0.644622781883624 Gnodes/s ( nodes: 102181082 )
[209] 153397723 ns 0.666118635933077 Gnodes/s ( nodes: 102181082 )
[210] 160008568 ns 0.638597565600362 Gnodes/s ( nodes: 102181082 )
[211] 145413961 ns 0.702691002275909 Gnodes/s ( nodes: 102181082 )
[212] 143980696 ns 0.709685984571154 Gnodes/s ( nodes: 102181082 )
[213] 175041439 ns 0.583753667610102 Gnodes/s ( nodes: 102181082 )
[214] 166262806 ns 0.614575709735105 Gnodes/s ( nodes: 102181082 )
[215] 154597766 ns 0.660947985496763 Gnodes/s ( nodes: 102181082 )
[216] 152876551 ns 0.668389503371253 Gnodes/s ( nodes: 102181082 )
[217] 144346162 ns 0.707889150526912 Gnodes/s ( nodes: 102181082 )
[218] 152402808 ns 0.670467187192509 Gnodes/s ( nodes: 102181082 )
[219] 147568077 ns 0.692433513245551 Gnodes/s ( nodes: 102181082 )
[220] 148101745 ns 0.689938406870223 Gnodes/s ( nodes: 102181082 )
[221] 140860040 ns 0.725408582874178 Gnodes/s ( nodes: 102181082 )
[222] 153116760 ns 0.667340936420024 Gnodes/s ( nodes: 102181082 )
[223] 173725244 ns 0.588176361979955 Gnodes/s ( nodes: 102181082 )
[224] 155283524 ns 0.658029128705245 Gnodes/s ( nodes: 102181082 )
[225] 156396344 ns 0.653346998955423 Gnodes/s ( nodes: 102181082 )
[226] 145836353 ns 0.700655768592897 Gnodes/s ( nodes: 102181082 )
[227] 176698641 ns 0.578278822189696 Gnodes/s ( nodes: 102181082 )
[228] 159985186 ns 0.638690897293453 Gnodes/s ( nodes: 102181082 )
[229] 164584368 ns 0.620843177524612 Gnodes/s ( nodes: 102181082 )
[230] 162825263 ns 0.6275505417117 Gnodes/s ( nodes: 102181082 )
[231] 158998566 ns 0.642654110477952 Gnodes/s ( nodes: 102181082 )
[232] 144573257 ns 0.706777201540116 Gnodes/s ( nodes: 102181082 )
[233] 182763994 ns 0.55908759577666 Gnodes/s ( nodes: 102181082 )
[234] 141474114 ns 0.722259918164252 Gnodes/s ( nodes: 102181082 )
[235] 142916220 ns 0.714971904518605 Gnodes/s ( nodes: 102181082 )
[236] 137722225 ns 0.741936038282855 Gnodes/s ( nodes: 102181082 )
[237] 157988375 ns 0.646763295084211 Gnodes/s ( nodes: 102181082 )
[238] 159732355 ns 0.639701843749815 Gnodes/s ( nodes: 102181082 )
[239] 137039216 ns 0.745633877531815 Gnodes/s ( nodes: 102181082 )
[240] 167340617 ns 0.610617337451313 Gnodes/s ( nodes: 102181082 )
[241] 140029103 ns 0.729713179695224 Gnodes/s ( nodes: 102181082 )
[242] 142616229 ns 0.716475836701586 Gnodes/s ( nodes: 102181082 )
[243] 131403459 ns 0.777613335125371 Gnodes/s ( nodes: 102181082 )
[244] 156602464 ns 0.652487064315923 Gnodes/s ( nodes: 102181082 )
[245] 144242524 ns 0.70839776763751 Gnodes/s ( nodes: 102181082 )
[246] 219129664 ns 0.46630419695254 Gnodes/s ( nodes: 102181082 )
[247] 171334262 ns 0.596384405589584 Gnodes/s ( nodes: 102181082 )
[248] 155453819 ns 0.657308277514881 Gnodes/s ( nodes: 102181082 )
[249] 165049783 ns 0.619092495262475 Gnodes/s ( nodes: 102181082 )
[250] 195847551 ns 0.521737859259726 Gnodes/s ( nodes: 102181082 )
[251] 146961516 ns 0.695291425817899 Gnodes/s ( nodes: 102181082 )
[252] 150812710 ns 0.677536276617534 Gnodes/s ( nodes: 102181082 )
[253] 176699184 ns 0.578277045127724 Gnodes/s ( nodes: 102181082 )
[254] 144179603 ns 0.70870691744102 Gnodes/s ( nodes: 102181082 )
[255] 143851626 ns 0.710322746021654 Gnodes/s ( nodes: 102181082 )
[256] 152833784 ns 0.668576536716516 Gnodes/s ( nodes: 102181082 )
[257] 159781405 ns 0.639505466859551 Gnodes/s ( nodes: 102181082 )
[258] 150740103 ns 0.677862625581462 Gnodes/s ( nodes: 102181082 )
[259] 147419186 ns 0.69313285992503 Gnodes/s ( nodes: 102181082 )
[260] 142807496 ns 0.715516235926439 Gnodes/s ( nodes: 102181082 )
[261] 159884385 ns 0.639093567517553 Gnodes/s ( nodes: 102181082 )
[262] 180187737 ns 0.567081221515091 Gnodes/s ( nodes: 102181082 )
[263] 156818349 ns 0.651588813755462 Gnodes/s ( nodes: 102181082 )
[264] 145141714 ns 0.704009062480825 Gnodes/s ( nodes: 102181082 )
[265] 142519385 ns 0.716962692478641 Gnodes/s ( nodes: 102181082 )
[266] 182005757 ns 0.561416757822666 Gnodes/s ( nodes: 102181082 )
[267] 139578723 ns 0.732067752188849 Gnodes/s ( nodes: 102181082 )
[268] 165161689 ns 0.618673026527356 Gnodes/s ( nodes: 102181082 )
[269] 142850555 ns 0.715300560085328 Gnodes/s ( nodes: 102181082 )
[270] 162852303 ns 0.627446343205843 Gnodes/s ( nodes: 102181082 )
[271] 145891002 ns 0.700393311439454 Gnodes/s ( nodes: 102181082 )
[272] 141526810 ns 0.721990992378052 Gnodes/s ( nodes: 102181082 )
[273] 157907155 ns 0.647095959647934 Gnodes/s ( nodes: 102181082 )
[274] 145824671 ns 0.70071189805736 Gnodes/s ( nodes: 102181082 )
[275] 156295416 ns 0.65376889876284 Gnodes/s ( nodes: 102181082 )
[276] 142491017 ns 0.717105429881239 Gnodes/s ( nodes: 102181082 )
[277] 168172009 ns 0.607598628378162 Gnodes/s ( nodes: 102181082 )
[278] 181150154 ns 0.564068424694798 Gnodes/s ( nodes: 102181082 )
[279] 172634246 ns 0.591893464753222 Gnodes/s ( nodes: 102181082 )
[280] 155727296 ns 0.656153960317914 Gnodes/s ( nodes: 102181082 )
[281] 135270432 ns 0.755383719037727 Gnodes/s ( nodes: 102181082 )
[282] 149503287 ns 0.683470471120812 Gnodes/s ( nodes: 102181082 )
[283] 154412242 ns 0.661742104618881 Gnodes/s ( nodes: 102181082 )
[284] 147528353 ns 0.692619960313663 Gnodes/s ( nodes: 102181082 )
[285] 135738586 ns 0.752778447242702 Gnodes/s ( nodes: 102181082 )
[286] 159843409 ns 0.639257399721749 Gnodes/s ( nodes: 102181082 )
[287] 162613616 ns 0.628367319499248 Gnodes/s ( nodes: 102181082 )
[288] 150179906 ns 0.680391170307431 Gnodes/s ( nodes: 102181082 )
[289] 153838799 ns 0.664208786497352 Gnodes/s ( nodes: 102181082 )
[290] 135777146 ns 0.75256466209711 Gnodes/s ( nodes: 102181082 )
[291] 135558856 ns 0.753776514608533 Gnodes/s ( nodes: 102181082 )
[292] 156809552 ns 0.651625367821981 Gnodes/s ( nodes: 102181082 )
[293] 149122424 ns 0.685216074545569 Gnodes/s ( nodes: 102181082 )
[294] 182604302 ns 0.559576531773058 Gnodes/s ( nodes: 102181082 )
[295] 169845002 ns 0.601613711306029 Gnodes/s ( nodes: 102181082 )
[296] 139702198 ns 0.731420718233796 Gnodes/s ( nodes: 102181082 )
[297] 161651472 ns 0.632107340166998 Gnodes/s ( nodes: 102181082 )
[298] 152516926 ns 0.669965522384053 Gnodes/s ( nodes: 102181082 )
[299] 152323314 ns 0.670817088446487 Gnodes/s ( nodes: 102181082 )
[300] 141725701 ns 0.720977785108997 Gnodes/s ( nodes: 102181082 )
[301] 160778027 ns 0.63554133550849 Gnodes/s ( nodes: 102181082 )
[302] 153476475 ns 0.665776836482594 Gnodes/s ( nodes: 102181082 )
[303] 139544196 ns 0.732248885507212 Gnodes/s ( nodes: 102181082 )
[304] 178783504 ns 0.571535291085916 Gnodes/s ( nodes: 102181082 )
[305] 147558666 ns 0.692477675286113 Gnodes/s ( nodes: 102181082 )
[306] 142002394 ns 0.719572953115143 Gnodes/s ( nodes: 102181082 )
[307] 156601788 ns 0.652489880894591 Gnodes/s ( nodes: 102181082 )
[308] 160592901 ns 0.636273965808738 Gnodes/s ( nodes: 102181082 )
[309] 143446466 ns 0.712329030120547 Gnodes/s ( nodes: 102181082 )
[310] 173467119 ns 0.589051588503064 Gnodes/s ( nodes: 102181082 )
[311] 161760207 ns 0.631682438438027 Gnodes/s ( nodes: 102181082 )
[312] 178095821 ns 0.573742165460469 Gnodes/s ( nodes: 102181082 )
[313] 170464175 ns 0.599428484020176 Gnodes/s ( nodes: 102181082 )
[314] 142877229 ns 0.715167019371575 Gnodes/s ( nodes: 102181082 )
[315] 189198592 ns 0.540073162912333 Gnodes/s ( nodes: 102181082 )
[316] 159128274 ns 0.64213027283888 Gnodes/s ( nodes: 102181082 )
[317] 163247968 ns 0.62592559804481 Gnodes/s ( nodes: 102181082 )
[318] 146620129 ns 0.69691032668509 Gnodes/s ( nodes: 102181082 )
[319] 152738211 ns 0.668994885634741 Gnodes/s ( nodes: 102181082 )
[320] 138113856 ns 0.739832229432505 Gnodes/s ( nodes: 102181082 )
[321] 149319953 ns 0.684309631412756 Gnodes/s ( nodes: 102181082 )
[322] 189680973 ns 0.538699693405727 Gnodes/s ( nodes: 102181082 )
[323] 141167408 ns 0.723829129171232 Gnodes/s ( nodes: 102181082 )
[324] 143176956 ns 0.713669886933481 Gnodes/s ( nodes: 102181082 )
[325] 164904541 ns 0.619637769708234 Gnodes/s ( nodes: 102181082 )
[326] 195305684 ns 0.523185397922162 Gnodes/s ( nodes: 102181082 )
[327] 152162664 ns 0.671525322401033 Gnodes/s ( nodes: 102181082 )
[328] 140810757 ns 0.725662471937425 Gnodes/s ( nodes: 102181082 )
[329] 139734422 ns 0.731252046113591 Gnodes/s ( nodes: 102181082 )
[330] 174525340 ns 0.585479919420297 Gnodes/s ( nodes: 102181082 )
[331] 178399072 ns 0.572766891971277 Gnodes/s ( nodes: 102181082 )
[332] 141087138 ns 0.724240943919353 Gnodes/s ( nodes: 102181082 )
[333] 144657946 ns 0.706363423686384 Gnodes/s ( nodes: 102181082 )
[334] 145643388 ns 0.701584077404187 Gnodes/s ( nodes: 102181082 )
[335] 158684696 ns 0.643925246578284 Gnodes/s ( nodes: 102181082 )
[336] 144116625 ns 0.709016617617849 Gnodes/s ( nodes: 102181082 )
[337] 145104507 ns 0.704189581099641 Gnodes/s ( nodes: 102181082 )
[338] 132281392 ns 0.772452424752228 Gnodes/s ( nodes: 102181082 )
[339] 141427679 ns 0.722497058019315 Gnodes/s ( nodes: 102181082 )
[340] 152174140 ns 0.671474680257763 Gnodes/s ( nodes: 102181082 )
[341] 157094533 ns 0.650443271631865 Gnodes/s ( nodes: 102181082 )
[342] 144069946 ns 0.709246340662889 Gnodes/s ( nodes: 102181082 )
[343] 181126930 ns 0.564140749252472 Gnodes/s ( nodes: 102181082 )
[344] 180476557 ns 0.566173710860408 Gnodes/s ( nodes: 102181082 )
[345] 158531105 ns 0.644549105994057 Gnodes/s ( nodes: 102181082 )
[346] 155109426 ns 0.658767714091083 Gnodes/s ( nodes: 102181082 )
[347] 157524287 ns 0.648668747822994 Gnodes/s ( nodes: 102181082 )
[348] 147287283 ns 0.693753594463413 Gnodes/s ( nodes: 102181082 )
[349] 158030358 ns 0.646591473266168 Gnodes/s ( nodes: 102181082 )
[350] 152061854 ns 0.671970512736219 Gnodes/s ( nodes: 102181082 )
[351] 150137676 ns 0.680582547447984 Gnodes/s ( nodes: 102181082 )
[352] 158448458 ns 0.644885303964271 Gnodes/s ( nodes: 102181082 )
[353] 168899138 ns 0.604982850770973 Gnodes/s ( nodes: 102181082 )
[354] 156751834 ns 0.651865304491429 Gnodes/s ( nodes: 102181082 )
[355] 136025509 ns 0.751190587347848 Gnodes/s ( nodes: 102181082 )
[356] 158097347 ns 0.646317499559306 Gnodes/s ( nodes: 102181082 )
