places=1   b=4   r=29   d=13   w=1   n=511   l=32   m=1024   z=1
[55] 4594862424 ns 0.022238115654189 Gnodes/s ( nodes: 102181082 )
[56] 4605571288 ns 0.022186407637688 Gnodes/s ( nodes: 102181082 )
[57] 4593790466 ns 0.022243304903929 Gnodes/s ( nodes: 102181082 )
[58] 4597865983 ns 0.022223588590403 Gnodes/s ( nodes: 102181082 )
[59] 4592348823 ns 0.02225028758448 Gnodes/s ( nodes: 102181082 )
[60] 4597296867 ns 0.02222633972878 Gnodes/s ( nodes: 102181082 )
[61] 4592305447 ns 0.022250497746562 Gnodes/s ( nodes: 102181082 )
[62] 4596210422 ns 0.022231593556053 Gnodes/s ( nodes: 102181082 )
[63] 4594056436 ns 0.02224201714182 Gnodes/s ( nodes: 102181082 )
[64] 4597738005 ns 0.022224207183811 Gnodes/s ( nodes: 102181082 )
[65] 4593180624 ns 0.022246258173713 Gnodes/s ( nodes: 102181082 )
[66] 4592923808 ns 0.022247502086148 Gnodes/s ( nodes: 102181082 )
[67] 4599230625 ns 0.022216994608745 Gnodes/s ( nodes: 102181082 )
[68] 4593845940 ns 0.022243036299994 Gnodes/s ( nodes: 102181082 )
[69] 4598361659 ns 0.022221193019912 Gnodes/s ( nodes: 102181082 )
[70] 4606028960 ns 0.02218420311452 Gnodes/s ( nodes: 102181082 )
[71] 4598462259 ns 0.022220706889572 Gnodes/s ( nodes: 102181082 )
[72] 4592425718 ns 0.022249915028457 Gnodes/s ( nodes: 102181082 )
[73] 4595525893 ns 0.022234905074878 Gnodes/s ( nodes: 102181082 )
[74] 4595762729 ns 0.022233759231133 Gnodes/s ( nodes: 102181082 )
[75] 4595831259 ns 0.022233427696001 Gnodes/s ( nodes: 102181082 )
[76] 4595305364 ns 0.022235972129403 Gnodes/s ( nodes: 102181082 )
[77] 4593931207 ns 0.022242623451631 Gnodes/s ( nodes: 102181082 )
[78] 4598484432 ns 0.022220599745634 Gnodes/s ( nodes: 102181082 )
[79] 4594001138 ns 0.02224228486902 Gnodes/s ( nodes: 102181082 )
[80] 4598341565 ns 0.022221290122888 Gnodes/s ( nodes: 102181082 )
[81] 4593382215 ns 0.022245281846201 Gnodes/s ( nodes: 102181082 )
[82] 4598094007 ns 0.022222486500807 Gnodes/s ( nodes: 102181082 )
[83] 4593659778 ns 0.022243937718106 Gnodes/s ( nodes: 102181082 )
[84] 4597296816 ns 0.022226339975348 Gnodes/s ( nodes: 102181082 )
[85] 4594983113 ns 0.022237531561522 Gnodes/s ( nodes: 102181082 )
[86] 4595642000 ns 0.022234343319171 Gnodes/s ( nodes: 102181082 )
[87] 4593490183 ns 0.022244758980472 Gnodes/s ( nodes: 102181082 )
[88] 4595472061 ns 0.022235165537654 Gnodes/s ( nodes: 102181082 )
[89] 4592345958 ns 0.022250301465637 Gnodes/s ( nodes: 102181082 )
[90] 4592690449 ns 0.022248632503035 Gnodes/s ( nodes: 102181082 )
[91] 4599044925 ns 0.022217891685413 Gnodes/s ( nodes: 102181082 )
[92] 4593375056 ns 0.022245316516562 Gnodes/s ( nodes: 102181082 )
[93] 4596109654 ns 0.022232080975499 Gnodes/s ( nodes: 102181082 )
[94] 4594221487 ns 0.022241218079959 Gnodes/s ( nodes: 102181082 )
[95] 4598742413 ns 0.022219353210814 Gnodes/s ( nodes: 102181082 )
[96] 4593480285 ns 0.022244806913327 Gnodes/s ( nodes: 102181082 )
[97] 4596287579 ns 0.022231220358547 Gnodes/s ( nodes: 102181082 )
[98] 4593749527 ns 0.022243503133862 Gnodes/s ( nodes: 102181082 )
[99] 4600128014 ns 0.022212660536625 Gnodes/s ( nodes: 102181082 )
[100] 4594169902 ns 0.022241467812394 Gnodes/s ( nodes: 102181082 )
[101] 4595079058 ns 0.022237067243077 Gnodes/s ( nodes: 102181082 )
[102] 4645364396 ns 0.02199635449223 Gnodes/s ( nodes: 102181082 )
[103] 4649125191 ns 0.021978561084526 Gnodes/s ( nodes: 102181082 )
[104] 4598827539 ns 0.022218941922362 Gnodes/s ( nodes: 102181082 )
[105] 4594103268 ns 0.022241790408095 Gnodes/s ( nodes: 102181082 )
[106] 4595904736 ns 0.022233072239207 Gnodes/s ( nodes: 102181082 )
[107] 4594084765 ns 0.022241879988473 Gnodes/s ( nodes: 102181082 )
[108] 4595410906 ns 0.022235461439713 Gnodes/s ( nodes: 102181082 )
[109] 4606163809 ns 0.022183553654854 Gnodes/s ( nodes: 102181082 )
