places=576   b=4   r=19   d=15   w=2   n=511   l=32   m=1024   z=2
[152] 539823076 ns 7.837098466313063 Gnodes/s ( nodes: 4230646601 )
[153] 552464676 ns 7.657768514054282 Gnodes/s ( nodes: 4230646601 )
[154] 520451805 ns 8.128796096691412 Gnodes/s ( nodes: 4230646601 )
[155] 537967925 ns 7.864124243094976 Gnodes/s ( nodes: 4230646601 )
[156] 517224582 ns 8.179515723403881 Gnodes/s ( nodes: 4230646601 )
[157] 523161249 ns 8.086697187696331 Gnodes/s ( nodes: 4230646601 )
[158] 524664630 ns 8.06352545815791 Gnodes/s ( nodes: 4230646601 )
[159] 519837006 ns 8.138409832638963 Gnodes/s ( nodes: 4230646601 )
[160] 521044174 ns 8.119554563909201 Gnodes/s ( nodes: 4230646601 )
[161] 547246172 ns 7.730792497896175 Gnodes/s ( nodes: 4230646601 )
[162] 533736491 ns 7.926470594269336 Gnodes/s ( nodes: 4230646601 )
[163] 547138182 ns 7.732318343302899 Gnodes/s ( nodes: 4230646601 )
[164] 543085547 ns 7.790018762918764 Gnodes/s ( nodes: 4230646601 )
[165] 516498730 ns 8.191010655534429 Gnodes/s ( nodes: 4230646601 )
[166] 537782891 ns 7.866830038295138 Gnodes/s ( nodes: 4230646601 )
[167] 570443405 ns 7.416417761898746 Gnodes/s ( nodes: 4230646601 )
[168] 537683414 ns 7.868285483323463 Gnodes/s ( nodes: 4230646601 )
[169] 546511380 ns 7.741186653789351 Gnodes/s ( nodes: 4230646601 )
[170] 518199772 ns 8.164122852991143 Gnodes/s ( nodes: 4230646601 )
[171] 540592307 ns 7.825946736974191 Gnodes/s ( nodes: 4230646601 )
[172] 536420286 ns 7.886813216083331 Gnodes/s ( nodes: 4230646601 )
[173] 555408936 ns 7.617174169844469 Gnodes/s ( nodes: 4230646601 )
[174] 528544186 ns 8.004338545500527 Gnodes/s ( nodes: 4230646601 )
[175] 525177790 ns 8.055646452604174 Gnodes/s ( nodes: 4230646601 )
[176] 540227728 ns 7.831228168651129 Gnodes/s ( nodes: 4230646601 )
[177] 535416613 ns 7.901597556518105 Gnodes/s ( nodes: 4230646601 )
[178] 544383767 ns 7.771441504059396 Gnodes/s ( nodes: 4230646601 )
[179] 551081974 ns 7.676982373950777 Gnodes/s ( nodes: 4230646601 )
[180] 536687592 ns 7.882885060253079 Gnodes/s ( nodes: 4230646601 )
[181] 543263009 ns 7.787474079612882 Gnodes/s ( nodes: 4230646601 )
[182] 517348360 ns 8.177558736244954 Gnodes/s ( nodes: 4230646601 )
[183] 561705605 ns 7.531786336723487 Gnodes/s ( nodes: 4230646601 )
[184] 564369785 ns 7.496231572709017 Gnodes/s ( nodes: 4230646601 )
[185] 510897024 ns 8.280820600356442 Gnodes/s ( nodes: 4230646601 )
[186] 526730188 ns 8.031904564011812 Gnodes/s ( nodes: 4230646601 )
[187] 570784323 ns 7.411988084683258 Gnodes/s ( nodes: 4230646601 )
[188] 550698585 ns 7.682326986549276 Gnodes/s ( nodes: 4230646601 )
[189] 541273812 ns 7.816093273324666 Gnodes/s ( nodes: 4230646601 )
[190] 547601001 ns 7.725783176572389 Gnodes/s ( nodes: 4230646601 )
[191] 563411242 ns 7.508985063879858 Gnodes/s ( nodes: 4230646601 )
[192] 537448587 ns 7.871723367280897 Gnodes/s ( nodes: 4230646601 )
[193] 543457112 ns 7.784692678748125 Gnodes/s ( nodes: 4230646601 )
[194] 544653090 ns 7.767598639713951 Gnodes/s ( nodes: 4230646601 )
[195] 529600463 ns 7.988374060390503 Gnodes/s ( nodes: 4230646601 )
[196] 530361928 ns 7.976904784538004 Gnodes/s ( nodes: 4230646601 )
[197] 534986136 ns 7.907955582983556 Gnodes/s ( nodes: 4230646601 )
[198] 551591011 ns 7.669897653571443 Gnodes/s ( nodes: 4230646601 )
[199] 522754706 ns 8.092986160511007 Gnodes/s ( nodes: 4230646601 )
