places=2304   b=4   r=19   d=18   w=3   n=511   l=32   m=1024   z=3
[28] 6024939226 ns 44.938491426037828 Gnodes/s ( nodes: 270751679750 )
[29] 6182266002 ns 43.794893274150645 Gnodes/s ( nodes: 270751679750 )
[30] 5969682937 ns 45.354448905801242 Gnodes/s ( nodes: 270751679750 )
[31] 5968897700 ns 45.360415500168479 Gnodes/s ( nodes: 270751679750 )
[32] 5953088257 ns 45.480877833725017 Gnodes/s ( nodes: 270751679750 )
[33] 5985929828 ns 45.231348767825885 Gnodes/s ( nodes: 270751679750 )
[34] 6130677601 ns 44.163418364364254 Gnodes/s ( nodes: 270751679750 )
[35] 5981537103 ns 45.264565794335091 Gnodes/s ( nodes: 270751679750 )
[36] 5948557687 ns 45.515517205406233 Gnodes/s ( nodes: 270751679750 )
[37] 5929736203 ns 45.659987304834914 Gnodes/s ( nodes: 270751679750 )
[38] 6009698126 ns 45.052459220644721 Gnodes/s ( nodes: 270751679750 )
[39] 6213702713 ns 43.573323709798153 Gnodes/s ( nodes: 270751679750 )
[40] 5968283609 ns 45.365082741998762 Gnodes/s ( nodes: 270751679750 )
[41] 6068459864 ns 44.616210013381412 Gnodes/s ( nodes: 270751679750 )
[42] 5964292649 ns 45.395438433993583 Gnodes/s ( nodes: 270751679750 )
[43] 5982192566 ns 45.259606200045553 Gnodes/s ( nodes: 270751679750 )
[44] 5989405777 ns 45.205098774525723 Gnodes/s ( nodes: 270751679750 )
[45] 5973651472 ns 45.324318135914176 Gnodes/s ( nodes: 270751679750 )
[46] 6009849546 ns 45.051324110136051 Gnodes/s ( nodes: 270751679750 )
[47] 6054411385 ns 44.719736161436941 Gnodes/s ( nodes: 270751679750 )
[48] 5956670480 ns 45.453526539544285 Gnodes/s ( nodes: 270751679750 )
[49] 6000191487 ns 45.123839853546329 Gnodes/s ( nodes: 270751679750 )
[50] 5933891791 ns 45.62801097260521 Gnodes/s ( nodes: 270751679750 )
[51] 5963820445 ns 45.399032758773807 Gnodes/s ( nodes: 270751679750 )
[52] 5989869783 ns 45.20159695598511 Gnodes/s ( nodes: 270751679750 )
[53] 5995192363 ns 45.161466614645136 Gnodes/s ( nodes: 270751679750 )
[54] 6138295382 ns 44.10861043669469 Gnodes/s ( nodes: 270751679750 )
[55] 5960855303 ns 45.421615856659891 Gnodes/s ( nodes: 270751679750 )
[56] 5975140380 ns 45.313024051495169 Gnodes/s ( nodes: 270751679750 )
[57] 5980374038 ns 45.273368861146807 Gnodes/s ( nodes: 270751679750 )
[58] 5942104291 ns 45.564949130913867 Gnodes/s ( nodes: 270751679750 )
[59] 6000865641 ns 45.118770515395383 Gnodes/s ( nodes: 270751679750 )
[60] 5986308644 ns 45.228486510024993 Gnodes/s ( nodes: 270751679750 )
[61] 6000993810 ns 45.117806870392357 Gnodes/s ( nodes: 270751679750 )
[62] 5926442627 ns 45.685362500008893 Gnodes/s ( nodes: 270751679750 )
[63] 5968795183 ns 45.361194587668265 Gnodes/s ( nodes: 270751679750 )
[64] 6168441672 ns 43.893043680546619 Gnodes/s ( nodes: 270751679750 )
[65] 5957662076 ns 45.445961233803956 Gnodes/s ( nodes: 270751679750 )
[66] 5949959661 ns 45.504792498794053 Gnodes/s ( nodes: 270751679750 )
[67] 5953872218 ns 45.474889254668916 Gnodes/s ( nodes: 270751679750 )
[68] 5971548901 ns 45.340276742045894 Gnodes/s ( nodes: 270751679750 )
[69] 6009775342 ns 45.051880368608963 Gnodes/s ( nodes: 270751679750 )
[70] 5941085085 ns 45.572765896518042 Gnodes/s ( nodes: 270751679750 )
[71] 5972995968 ns 45.329292234673744 Gnodes/s ( nodes: 270751679750 )
[72] 5962498500 ns 45.409098174196608 Gnodes/s ( nodes: 270751679750 )
[73] 5958366692 ns 45.440586950367575 Gnodes/s ( nodes: 270751679750 )
[74] 6094825516 ns 44.423204411550209 Gnodes/s ( nodes: 270751679750 )
[75] 5995569395 ns 45.158626631157524 Gnodes/s ( nodes: 270751679750 )
[76] 5956867655 ns 45.452022007361521 Gnodes/s ( nodes: 270751679750 )
[77] 6005647333 ns 45.082846983416104 Gnodes/s ( nodes: 270751679750 )
[78] 5966419417 ns 45.379256942371939 Gnodes/s ( nodes: 270751679750 )
[79] 6172377257 ns 43.865056926477493 Gnodes/s ( nodes: 270751679750 )
[80] 5956875031 ns 45.451965727162154 Gnodes/s ( nodes: 270751679750 )
[81] 5980956025 ns 45.268963459733847 Gnodes/s ( nodes: 270751679750 )
[82] 5978873046 ns 45.284734709518368 Gnodes/s ( nodes: 270751679750 )
[83] 5973898020 ns 45.322447561634135 Gnodes/s ( nodes: 270751679750 )
[84] 5971890142 ns 45.337685943989023 Gnodes/s ( nodes: 270751679750 )
[85] 5959073862 ns 45.435194464787116 Gnodes/s ( nodes: 270751679750 )
[86] 5948989526 ns 45.512213219855653 Gnodes/s ( nodes: 270751679750 )
[87] 5934713999 ns 45.621689570149748 Gnodes/s ( nodes: 270751679750 )
[88] 5937383426 ns 45.601178216715695 Gnodes/s ( nodes: 270751679750 )
[89] 6013068941 ns 45.027203647023676 Gnodes/s ( nodes: 270751679750 )
[90] 6102007639 ns 44.370917863087257 Gnodes/s ( nodes: 270751679750 )
[91] 6021142628 ns 44.966827141899749 Gnodes/s ( nodes: 270751679750 )
[92] 5953427587 ns 45.478285541125537 Gnodes/s ( nodes: 270751679750 )
[93] 5924293664 ns 45.701934290541608 Gnodes/s ( nodes: 270751679750 )
[94] 6171678611 ns 43.870022536077904 Gnodes/s ( nodes: 270751679750 )
[95] 5971623293 ns 45.339711911730596 Gnodes/s ( nodes: 270751679750 )
[96] 5984573249 ns 45.241601779248271 Gnodes/s ( nodes: 270751679750 )
[97] 5963180981 ns 45.403901141466967 Gnodes/s ( nodes: 270751679750 )
[98] 5963939643 ns 45.398125393134535 Gnodes/s ( nodes: 270751679750 )
[99] 6033043556 ns 44.878124488382198 Gnodes/s ( nodes: 270751679750 )
[100] 5999091430 ns 45.132114239172381 Gnodes/s ( nodes: 270751679750 )
[101] 5933964306 ns 45.627453383269476 Gnodes/s ( nodes: 270751679750 )
[102] 5967663266 ns 45.369798475824389 Gnodes/s ( nodes: 270751679750 )
[103] 5981406619 ns 45.265553237921409 Gnodes/s ( nodes: 270751679750 )
[104] 5965703266 ns 45.384704481210115 Gnodes/s ( nodes: 270751679750 )
[105] 6021606930 ns 44.963359929904954 Gnodes/s ( nodes: 270751679750 )
[106] 5938543311 ns 45.592271634776999 Gnodes/s ( nodes: 270751679750 )
[107] 5961233451 ns 45.418734558127611 Gnodes/s ( nodes: 270751679750 )
[108] 5968906947 ns 45.360345228045652 Gnodes/s ( nodes: 270751679750 )
[109] 6068337960 ns 44.617106287534455 Gnodes/s ( nodes: 270751679750 )
[110] 6010520224 ns 45.046297102352121 Gnodes/s ( nodes: 270751679750 )
[111] 6138787610 ns 44.105073664537485 Gnodes/s ( nodes: 270751679750 )
[112] 5939623803 ns 45.583977829243672 Gnodes/s ( nodes: 270751679750 )
[113] 5934593731 ns 45.622614120272289 Gnodes/s ( nodes: 270751679750 )
[114] 5983200674 ns 45.251980420204106 Gnodes/s ( nodes: 270751679750 )
[115] 5986277818 ns 45.228719411565407 Gnodes/s ( nodes: 270751679750 )
[116] 5989842909 ns 45.201799757249695 Gnodes/s ( nodes: 270751679750 )
[117] 5971444186 ns 45.341071827276728 Gnodes/s ( nodes: 270751679750 )
[118] 5976144867 ns 45.305407712767881 Gnodes/s ( nodes: 270751679750 )
[119] 6002048976 ns 45.109875116420575 Gnodes/s ( nodes: 270751679750 )
[120] 5966781639 ns 45.376502129777371 Gnodes/s ( nodes: 270751679750 )
[121] 6002156932 ns 45.109063761147254 Gnodes/s ( nodes: 270751679750 )
[122] 6013438516 ns 45.02443635693772 Gnodes/s ( nodes: 270751679750 )
[123] 5990403828 ns 45.197567229853206 Gnodes/s ( nodes: 270751679750 )
[124] 5982460728 ns 45.257577451831459 Gnodes/s ( nodes: 270751679750 )
[125] 5986591838 ns 45.226346989517275 Gnodes/s ( nodes: 270751679750 )
[126] 5988726109 ns 45.210229157601304 Gnodes/s ( nodes: 270751679750 )
[127] 6026949005 ns 44.923505993726259 Gnodes/s ( nodes: 270751679750 )
[128] 5940630387 ns 45.576254052514578 Gnodes/s ( nodes: 270751679750 )
[129] 6016674507 ns 45.000220542925909 Gnodes/s ( nodes: 270751679750 )
[130] 5997273512 ns 45.145794869660435 Gnodes/s ( nodes: 270751679750 )
[131] 5974324015 ns 45.319215876174738 Gnodes/s ( nodes: 270751679750 )
[132] 5967354718 ns 45.372144366297078 Gnodes/s ( nodes: 270751679750 )
[133] 5970908804 ns 45.345137337991069 Gnodes/s ( nodes: 270751679750 )
[134] 6001392079 ns 45.114812727768793 Gnodes/s ( nodes: 270751679750 )
[135] 5999495594 ns 45.129073854271091 Gnodes/s ( nodes: 270751679750 )
[136] 5962463181 ns 45.409367157650209 Gnodes/s ( nodes: 270751679750 )
[137] 6033210813 ns 44.876880344807539 Gnodes/s ( nodes: 270751679750 )
[138] 5963371054 ns 45.402453964086334 Gnodes/s ( nodes: 270751679750 )
[139] 5930150760 ns 45.656795367880328 Gnodes/s ( nodes: 270751679750 )
[140] 5950402395 ns 45.501406758223112 Gnodes/s ( nodes: 270751679750 )
[141] 6022738949 ns 44.954908728852494 Gnodes/s ( nodes: 270751679750 )
[142] 6045985856 ns 44.78205642530699 Gnodes/s ( nodes: 270751679750 )
[143] 5960025517 ns 45.427939692158198 Gnodes/s ( nodes: 270751679750 )
[144] 6039508190 ns 44.830087356831619 Gnodes/s ( nodes: 270751679750 )
[145] 5998549805 ns 45.136189337682758 Gnodes/s ( nodes: 270751679750 )
[146] 5968530309 ns 45.363207646232631 Gnodes/s ( nodes: 270751679750 )
[147] 6035968632 ns 44.856376210206918 Gnodes/s ( nodes: 270751679750 )
[148] 5981136647 ns 45.267596400059311 Gnodes/s ( nodes: 270751679750 )
[149] 6210541005 ns 43.595506338662361 Gnodes/s ( nodes: 270751679750 )
[150] 6025784306 ns 44.932189072948873 Gnodes/s ( nodes: 270751679750 )
[151] 5991911974 ns 45.186191139796605 Gnodes/s ( nodes: 270751679750 )
[152] 5961653935 ns 45.415531109656733 Gnodes/s ( nodes: 270751679750 )
[153] 5969380971 ns 45.3567431975519 Gnodes/s ( nodes: 270751679750 )
[154] 6196984999 ns 43.690872221522383 Gnodes/s ( nodes: 270751679750 )
[155] 5974019963 ns 45.321522429937687 Gnodes/s ( nodes: 270751679750 )
[156] 5941056803 ns 45.572982842594783 Gnodes/s ( nodes: 270751679750 )
[157] 6013520237 ns 45.023824495362717 Gnodes/s ( nodes: 270751679750 )
[158] 5991271718 ns 45.191019952669087 Gnodes/s ( nodes: 270751679750 )
[159] 6078086688 ns 44.545544288558197 Gnodes/s ( nodes: 270751679750 )
[160] 6017753316 ns 44.99215330580693 Gnodes/s ( nodes: 270751679750 )
[161] 6027717229 ns 44.917780556689749 Gnodes/s ( nodes: 270751679750 )
[162] 5970732806 ns 45.346473966800382 Gnodes/s ( nodes: 270751679750 )
[163] 5940053286 ns 45.580681976057278 Gnodes/s ( nodes: 270751679750 )
[164] 6156300066 ns 43.979610617959764 Gnodes/s ( nodes: 270751679750 )
[165] 6008506464 ns 45.061394436739015 Gnodes/s ( nodes: 270751679750 )
[166] 5918296854 ns 45.748242514568531 Gnodes/s ( nodes: 270751679750 )
[167] 5977054002 ns 45.298516570103423 Gnodes/s ( nodes: 270751679750 )
[168] 5999610118 ns 45.128212404618125 Gnodes/s ( nodes: 270751679750 )
[169] 6005161176 ns 45.086496734188572 Gnodes/s ( nodes: 270751679750 )
[170] 5992833473 ns 45.179243002469462 Gnodes/s ( nodes: 270751679750 )
[171] 5930162919 ns 45.656701754773493 Gnodes/s ( nodes: 270751679750 )
[172] 5989264135 ns 45.206167844190425 Gnodes/s ( nodes: 270751679750 )
[173] 5975719399 ns 45.308633433375171 Gnodes/s ( nodes: 270751679750 )
[174] 6005847471 ns 45.081344649087242 Gnodes/s ( nodes: 270751679750 )
[175] 5962415696 ns 45.409728800297991 Gnodes/s ( nodes: 270751679750 )
[176] 6077466432 ns 44.550090531869841 Gnodes/s ( nodes: 270751679750 )
[177] 5960656773 ns 45.423128702263895 Gnodes/s ( nodes: 270751679750 )
[178] 5975658457 ns 45.309095507765562 Gnodes/s ( nodes: 270751679750 )
[179] 5951325138 ns 45.494351841275588 Gnodes/s ( nodes: 270751679750 )
[180] 5965766066 ns 45.384226728745482 Gnodes/s ( nodes: 270751679750 )
[181] 6123259121 ns 44.216923438932156 Gnodes/s ( nodes: 270751679750 )
[182] 5950853301 ns 45.497959041353283 Gnodes/s ( nodes: 270751679750 )
[183] 6012243505 ns 45.033385544819183 Gnodes/s ( nodes: 270751679750 )
[184] 5997680734 ns 45.142729624660944 Gnodes/s ( nodes: 270751679750 )
[185] 5953140749 ns 45.480476804698505 Gnodes/s ( nodes: 270751679750 )
[186] 6021840303 ns 44.961617400434072 Gnodes/s ( nodes: 270751679750 )
[187] 5975093495 ns 45.313379610974607 Gnodes/s ( nodes: 270751679750 )
[188] 5963966912 ns 45.397917819635282 Gnodes/s ( nodes: 270751679750 )
[189] 6146329421 ns 44.050954838985682 Gnodes/s ( nodes: 270751679750 )
[190] 6002929145 ns 45.103260959779327 Gnodes/s ( nodes: 270751679750 )
[191] 5922113835 ns 45.71875639232794 Gnodes/s ( nodes: 270751679750 )
[192] 5967876054 ns 45.368180789969202 Gnodes/s ( nodes: 270751679750 )
[193] 5965375928 ns 45.387194875541461 Gnodes/s ( nodes: 270751679750 )
[194] 6146386253 ns 44.050547525848764 Gnodes/s ( nodes: 270751679750 )
[195] 6024339679 ns 44.942963739877122 Gnodes/s ( nodes: 270751679750 )
[196] 5919309366 ns 45.740417168457896 Gnodes/s ( nodes: 270751679750 )
[197] 5954759670 ns 45.468112023738485 Gnodes/s ( nodes: 270751679750 )
[198] 5995343933 ns 45.160324874726413 Gnodes/s ( nodes: 270751679750 )
[199] 6211184443 ns 43.590990129931967 Gnodes/s ( nodes: 270751679750 )
